,AR,CER,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,countries,duration,perason_rho,sharpe,time
1,0.9811746238944626,0.7519891265964859,,,,DEU USA,15,-0.033528674670664615,-0.19900968591130505,1985
2,0.9867701862081383,0.7661616136409423,,,,DEU USA,20,-0.02333005351550175,-0.1426591124770486,1985
3,0.9832915517205989,0.8449540565161103,,,,DEU USA,10,-0.20752621753599076,-0.18208110857256837,1990
4,0.9900633696709582,0.8608786224381407,,,,DEU USA,15,-0.13157748309303965,-0.11015361159818192,1990
5,0.9896424950647906,0.8120199717628874,,,,DEU USA,20,0.1410536795913523,-0.10244982139478874,1990
6,1.0005376400865895,1.0053901668484573,,,,DEU USA,10,-0.09832901310434505,0.00966862992716671,1995
7,0.9964695485202577,0.9483298500116164,,,,DEU USA,15,0.22187615841341976,-0.030221808769990026,1995
8,0.999384194390474,0.9877556734321101,,,,DEU USA,20,0.15594091556454873,-0.002545387451552949,1995
9,0.9909230484201975,0.912838353941156,,,,DEU USA,10,0.30291184879302696,-0.08234523544439026,2000
10,0.9966415740012567,0.950788655467041,,,,DEU USA,15,0.19741241968411158,-0.031661556939171956,2000
11,0.9978602780301061,0.958064391352994,,,,DEU USA,20,0.13848071138987528,-0.021098153877283695,2000
12,0.9959052742514128,0.9598044587638759,,,,DEU USA,10,0.3429433424472124,-0.03603768595205816,2005
13,0.9977753388336489,0.9671491864317673,,,,DEU USA,15,0.23959056876394685,-0.021181094579559957,2005
14,1.005332001688251,1.054610062117907,,,,DEU USA,10,-0.22208234257073914,0.0919688774352258,2010
15,1.007792831425165,1.0807071712066354,,,,ITA USA,10,0.18307417790237865,0.06277330926085517,1985
16,1.0113442914136654,1.1843371477621356,,,,ITA USA,15,0.048970481484949716,0.08912141656376707,1985
17,1.010610703744605,1.2350310431168616,,,,ITA USA,20,-0.012650552193279083,0.08678279123902016,1985
18,1.008704274297281,1.0905195576497742,,,,ITA USA,10,-0.11881022763427918,0.06954301655903754,1990
19,1.008607582790278,1.1371977222604506,,,,ITA USA,15,-0.15498508411797546,0.07220520743537868,1990
20,1.0040231438952008,1.0836136779542862,,,,ITA USA,20,0.1415616280028483,0.03435225266744452,1990
21,0.9861959258427627,0.8702094126815526,,,,ITA USA,10,-0.09371105048760371,-0.08407233468157227,1995
22,0.9875923844657679,0.8292056902751422,,,,ITA USA,15,0.21474610048612536,-0.07151630644495836,1995
23,1.0182133478012314,1.4347482987720734,,,,ITA USA,20,0.23921647622915926,0.10203350115053245,1995
24,0.9986098335545713,0.9861831012146106,,,,ITA USA,10,0.3418268898663579,-0.004118660512605042,2000
25,1.0362646757123954,1.706361332706169,,,,ITA USA,15,0.3043659270557409,0.19576316661917376,2000
26,1.021826707914506,1.540086083956271,,,,ITA USA,20,0.24306600327426872,0.12431896524743917,2000
27,1.0463238870542335,1.5726586938503222,,,,ITA USA,10,0.45812314304609575,0.21431942637105134,2005
28,1.023627520271527,1.4194120100990328,,,,ITA USA,15,0.34802629595864565,0.12196290380218036,2005
29,1.0107072201165712,1.1123650875098372,,,,ITA USA,10,-0.007146657318640965,0.06840572193659787,2010
30,0.9923876349188224,0.9264414690129648,,,,GBR USA,10,-0.22059027446045842,-0.04073376461726251,1985
31,0.9890998836025613,0.8484222220853554,,,,GBR USA,15,-0.26176931491032585,-0.06414958820431835,1985
32,0.9847538190262377,0.7354505462998434,,,,GBR USA,20,-0.23289139740905826,-0.10369486381287064,1985
33,0.9824737793576966,0.8379540374702517,,,,GBR USA,10,-0.17695404730586312,-0.10621355664185672,1990
34,0.9789139816667197,0.7263762529898183,,,,GBR USA,15,-0.15198135317639047,-0.1512694968183195,1990
35,0.9818400291639471,0.6931299774088089,,,,GBR USA,20,-0.025703938466733536,-0.13382963029962858,1990
36,0.9811704611000841,0.8268625993551896,,,,GBR USA,10,-0.21455851236939083,-0.18284188824209405,1995
37,0.9843270181139468,0.7890170589308695,,,,GBR USA,15,0.006935704603980679,-0.14266428697717454,1995
38,0.986700807367035,0.7650849715579587,,,,GBR USA,20,-0.028489206034330868,-0.1348237070219048,1995
39,0.9835244200153741,0.8469184590617367,,,,GBR USA,10,0.08751920994749024,-0.16481099623035023,2000
40,0.9869562887560734,0.82123013416359,,,,GBR USA,15,0.01772687299050375,-0.1498882214577964,2000
41,0.9884484259560795,0.7926478448925844,,,,GBR USA,20,-0.037896298006038096,-0.134251621053479,2000
42,0.9898305568064245,0.9028480068407696,,,,GBR USA,10,0.22633905156554657,-0.11930448100223623,2005
43,0.9908656910122521,0.8714250696813142,,,,GBR USA,15,0.09410865719078537,-0.10802957818933874,2005
44,1.0007174747103782,1.00719696724404,,,,GBR USA,10,-0.012817244809308856,0.013060854580043193,2010
45,1.0023105223754074,1.0233437100015164,,,,NOR USA,10,0.08273520513356251,0.02236672829253324,1985
46,0.9985206524170592,0.9780410821459613,,,,NOR USA,15,0.024764540663232044,-0.006891758981547214,1985
47,1.0008192158668399,1.0165124580636669,,,,NOR USA,20,0.015940912428937807,0.01191361028843805,1985
48,1.0010396384818734,1.010443720770212,,,,NOR USA,10,0.047189177277891715,0.013665792617031752,1990
49,1.0035491098675688,1.0545823634478049,,,,NOR USA,15,0.034355039453003576,0.03869012611813786,1990
50,0.9919869804388759,0.8513721586267683,,,,NOR USA,20,0.07070385196173806,-0.07072715673775853,1990
51,0.9992502484310832,0.9925267104697848,,,,NOR USA,10,-0.026408630492622646,-0.00952260777018443,1995
52,0.9853390671405375,0.8012741700181186,,,,NOR USA,15,0.06543091980243856,-0.17120920084474103,1995
53,0.9811696159821114,0.683725563251619,,,,NOR USA,20,0.02718903338259773,-0.21691935735136605,1995
54,0.9810920982624413,0.8262023585205862,,,,NOR USA,10,0.03722190214373343,-0.20159250705130452,2000
55,0.9769663426327427,0.7049967340473865,,,,NOR USA,15,0.002183552649336732,-0.24922747447008045,2000
56,0.9814134132286095,0.6871313856662155,,,,NOR USA,20,-0.008844431008014526,-0.21571339136582723,2000
57,0.9627050873188162,0.6838412031092993,,,,NOR USA,10,0.10701625760330083,-0.3782125551528541,2005
58,0.973312396703621,0.6665119578221494,,,,NOR USA,15,0.06875942390428476,-0.29847865801458334,2005
59,1.0029313623436653,1.0296992155362568,,,,NOR USA,10,-0.08524461332479319,0.05028258494938148,2010
60,1.0052656965518938,1.0539148117156167,,,,AUS USA,10,-0.11424873899846522,0.07739114757904667,1985
61,1.004759258724613,1.0738064755109722,,,,AUS USA,15,-0.04062301328931465,0.07207766935728975,1985
62,1.003231317266515,1.0666492102402636,,,,AUS USA,20,-0.014890552730363923,0.049165143134932,1985
63,1.0025652221830883,1.0259467748763786,,,,AUS USA,10,-0.026786762940811417,0.04603869897823802,1990
64,1.0012626212055,1.0191085098920631,,,,AUS USA,15,0.008728031563593983,0.02239725810289692,1990
65,0.9934348463615789,0.8765723963238998,,,,AUS USA,20,-0.012181122585943865,-0.08399561268287031,1990
66,1.0034022355931227,1.034552804433499,,,,AUS USA,10,0.09937036306777444,0.05512208897782143,1995
67,0.9922508717633776,0.8898565973135987,,,,AUS USA,15,0.0312427307779007,-0.09433481627365628,1995
68,0.9981006688123487,0.9626910451140939,,,,AUS USA,20,0.029042629913259902,-0.01750792555797058,1995
69,0.9848624191523637,0.8585124332748215,,,,AUS USA,10,-0.013340831908339295,-0.17943475716613608,2000
70,0.9950868735319749,0.9287813723333185,,,,AUS USA,15,0.001152661076535348,-0.04779149940680003,2000
71,0.9974549944954274,0.9503119396810829,,,,AUS USA,20,-0.027680714955291803,-0.025609287007842162,2000
72,0.9985283904794543,0.9853829634349648,,,,AUS USA,10,0.04801451106942369,-0.009403190407995535,2005
73,1.000546357016757,1.0082256419054392,,,,AUS USA,15,0.005202014044658657,0.009738655492222487,2005
74,1.0059661246970941,1.0612801154297777,,,,AUS USA,10,-0.017627609544558387,0.08929769705996761,2010
75,0.9894787078973133,0.8996442757431602,,,,SWE USA,10,-0.13483435850351502,-0.08375057798371555,1985
76,0.9934656017700472,0.9063550598893572,,,,SWE USA,15,-0.0903638379157475,-0.056410942162882706,1985
77,0.9933157914528226,0.874473788273117,,,,SWE USA,20,-0.06934854460582546,-0.061487497195417296,1985
78,0.9950933726793213,0.9520094573611123,,,,SWE USA,10,0.02989869474655651,-0.04144674701377215,1990
79,0.9943503371065512,0.9185222806082579,,,,SWE USA,15,0.0236375958563662,-0.05266201684428634,1990
80,0.9930225059665637,0.8693243210931499,,,,SWE USA,20,0.05454521350835546,-0.0730422123238369,1990
81,0.9961219082147187,0.961883795842641,,,,SWE USA,10,0.02783644727884448,-0.045314898925907364,1995
82,0.9937590733655474,0.9103633035854835,,,,SWE USA,15,0.07727823788825741,-0.08219902306304439,1995
83,0.9958479908984579,0.9201550849947009,,,,SWE USA,20,0.09540108305599873,-0.053339795856663826,1995
84,0.9863846758719949,0.871876587633207,,,,SWE USA,10,0.17780117636734918,-0.2297051228061048,2000
85,0.991608529720553,0.8812544095734087,,,,SWE USA,15,0.16757581364207638,-0.1268057967545388,2000
86,0.994823241584176,0.9014018782064271,,,,SWE USA,20,0.03153074602774153,-0.07056081812677464,2000
87,0.997478117206006,0.9750688214833798,,,,SWE USA,10,0.14719596417898861,-0.03588213261237247,2005
88,0.9998238321802143,0.9973610997204676,,,,SWE USA,15,-0.019541383162272066,0.0005547780098834416,2005
89,1.0044737647612783,1.0456427432323923,,,,SWE USA,10,-0.0984759224048724,0.05817428037923814,2010
90,0.9775894437926198,0.7972205926839683,,,,CAN JPN USA,10,0.12292762153444743,-0.13012545633679606,1985
91,0.9710468205536625,0.6436188573386855,,,,CAN JPN USA,15,0.1069456651705332,-0.16101521986254158,1985
92,0.9803494417414229,0.6723851563055613,,,,CAN JPN USA,20,0.18308686559668064,-0.11143669532427386,1985
93,0.9504636294549235,0.6017072332153368,,,,CAN JPN USA,10,0.0012060788560042442,-0.30639073047882237,1990
94,0.9695247926093289,0.6286003081522261,,,,CAN JPN USA,15,0.16051208674981282,-0.1893577160199645,1990
95,0.9814264889905457,0.6873145073478653,,,,CAN JPN USA,20,0.2858503707102865,-0.11357724489786689,1990
96,0.9823300429437435,0.836688240878532,,,,CAN JPN USA,10,0.25837673078518575,-0.09165802791173992,1995
97,0.9940840142629022,0.9148388230568887,,,,CAN JPN USA,15,0.37427432255121157,-0.027954211614508395,1995
98,0.9973887003154898,0.949049519049895,,,,CAN JPN USA,20,0.39482538993412675,-0.010357502227313737,1995
99,1.0136275904720546,1.144965182780194,,,,CAN JPN USA,10,0.2591647194226917,0.09990500313341587,2000
100,1.0115380189111123,1.1877815290080307,,,,CAN JPN USA,15,0.3202489837475735,0.09263969899281936,2000
101,1.0047791840885782,1.1000504043568031,,,,CAN JPN USA,20,0.23344988185703874,0.04171137683757002,2000
102,1.0069325748134668,1.0715188121388364,,,,CAN JPN USA,10,0.5151632965271595,0.057733491866263045,2005
103,0.9994897795177277,0.9923750064994381,,,,CAN JPN USA,15,0.3423270762290319,0.0014676570734337745,2005
104,0.9842995861991862,0.8536550886121407,,,,CAN JPN USA,10,-0.14283785850002498,-0.11852669759010512,2010
105,0.9574892440459646,0.6476865321044244,,,,ESP JPN USA,10,-0.2700802378685796,-0.17491688977482453,1985
106,0.9790648483006625,0.7280995137391141,,,,ESP JPN USA,15,-0.18339391705794764,-0.0829368872744262,1985
107,0.9868039104605949,0.7666854766195756,,,,ESP JPN USA,20,-0.09034769242588737,-0.05367624641183177,1985
108,0.9828852245090475,0.8414694005100102,,,,ESP JPN USA,10,-0.15474216381230205,-0.06597227860582301,1990
109,0.9919683477753258,0.8860634517906951,,,,ESP JPN USA,15,-0.021689155095871875,-0.030492264705488638,1990
110,0.9932099539856036,0.8726121755148705,,,,ESP JPN USA,20,0.1754142989976758,-0.026213570017840086,1990
111,1.022546485757077,1.2498096117360982,,,,ESP JPN USA,10,0.21218928227740197,0.1265228049306938,1995
112,1.0139419213950205,1.2308363267578408,,,,ESP JPN USA,15,0.40682371672380385,0.08334096127153463,1995
113,1.0277111311417457,1.7275125374451241,,,,ESP JPN USA,20,0.29305422819278815,0.13990425312468507,1995
114,0.9999588482187572,0.999588502073622,,,,ESP JPN USA,10,0.4031909542229838,0.00607755901511124,2000
115,1.0228274221418452,1.4029498740638893,,,,ESP JPN USA,15,0.24185805093490043,0.11943095738598082,2000
116,1.0220177499626926,1.5458550535876532,,,,ESP JPN USA,20,0.1737451280078961,0.122885050973594,2000
117,1.0186279249234726,1.2026653699489958,,,,ESP JPN USA,10,0.3241676371830839,0.08909872692111212,2005
118,1.0189492268709366,1.325169469187932,,,,ESP JPN USA,15,0.2229518955656258,0.09982899478802881,2005
119,1.0588291442103175,1.771025777531483,,,,ESP JPN USA,10,-0.13956468163084237,0.3015533726354362,2010
120,0.9669989299777362,0.7149569396074967,,,,DEU JPN USA,10,0.043373002885640784,-0.16526004195349558,1985
121,0.9609195110219162,0.5499721838557028,,,,DEU JPN USA,15,-0.04540248264936375,-0.2094162070949019,1985
122,0.9741707342491761,0.5925180292690765,,,,DEU JPN USA,20,0.06282409230466209,-0.13960170345692002,1985
123,0.9653815367062931,0.7030898543496608,,,,DEU JPN USA,10,-0.12111465092744769,-0.22541374916492793,1990
124,0.9816540861631217,0.7574808819924703,,,,DEU JPN USA,15,0.09029934958091468,-0.1136453825668701,1990
125,0.9829403227635253,0.708831528298534,,,,DEU JPN USA,20,0.28839291610782525,-0.10412329228315768,1990
126,0.9953525553924396,0.9544794626570422,,,,DEU JPN USA,10,0.11858939795455839,-0.020235066189763357,1995
127,0.9924973255041889,0.8931778376572673,,,,DEU JPN USA,15,0.34610192585237187,-0.0381675559273828,1995
128,1.0017688154704372,1.0359771205396426,,,,DEU JPN USA,20,0.3731637349838585,0.01782097203476721,1995
129,0.9872047558793213,0.8791535479448528,,,,DEU JPN USA,10,0.37576542845712446,-0.0753393508191596,2000
130,1.0013020488252773,1.0197106586310174,,,,DEU JPN USA,15,0.40785494986784787,0.014966154473028343,2000
131,0.998530436131681,0.9710154545235227,,,,DEU JPN USA,20,0.3302430326127953,-0.005410563977179083,2000
132,1.0011095752698742,1.0111497840112773,,,,DEU JPN USA,10,0.5969027900126546,0.013577915229189207,2005
133,0.9974799199713857,0.9628633954176915,,,,DEU JPN USA,15,0.4456357973032681,-0.01406011113637035,2005
134,1.0009268610948228,1.0093060848501965,,,,DEU JPN USA,10,-0.25138429046723043,0.01265033080453814,2010
135,0.9550924783499106,0.6316573661278295,,,,ITA JPN USA,10,-0.18645582979689745,-0.18230889705015824,1985
136,0.977144358865007,0.7069709292159257,,,,ITA JPN USA,15,-0.1549229704982663,-0.08941125854464577,1985
137,0.9825635724391594,0.7034175203339034,,,,ITA JPN USA,20,-0.05845403351216756,-0.07158689359539426,1985
138,0.9943557951906519,0.9449774758439871,,,,ITA JPN USA,10,-0.10620428585811369,-0.016083331690947774,1990
139,0.9958997428788223,0.9402277878197578,,,,ITA JPN USA,15,0.026325945526546133,-0.011484799169842609,1990
140,0.9976158172392616,0.9533810725384442,,,,ITA JPN USA,20,0.21403054293258733,-0.0037768581581590016,1990
141,1.0170346381669355,1.184043030625907,,,,ITA JPN USA,10,0.24174366956153814,0.09416630233281345,1995
142,1.0122625124794236,1.200607160406748,,,,ITA JPN USA,15,0.4196818892633293,0.07175653013052403,1995
143,1.0240173788802553,1.6074835772070057,,,,ITA JPN USA,20,0.3958755433046719,0.12117262940927793,1995
144,0.9925492654114892,0.9279322667538557,,,,ITA JPN USA,10,0.4613714875947862,-0.03770487704441082,2000
145,1.0145742586941207,1.2424012855811635,,,,ITA JPN USA,15,0.40323184562827674,0.07869226556736592,2000
146,1.0085188451936684,1.18489633760122,,,,ITA JPN USA,20,0.3003263221023503,0.050029179360016406,2000
147,1.0176797716442831,1.1915190836748448,,,,ITA JPN USA,10,0.49585350964812563,0.08565090034888834,2005
148,1.0085601503876138,1.1363692349753671,,,,ITA JPN USA,15,0.3453391071304823,0.04787233301319904,2005
149,1.0199213114493326,1.2180214550489226,,,,ITA JPN USA,10,-0.10598290969591825,0.10447888439537881,2010
150,0.9804965803214774,0.8212446301109274,,,,GBR JPN USA,10,-0.14174061926261203,-0.07527279407443618,1985
151,0.9773125033905777,0.7087976849806435,,,,GBR JPN USA,15,-0.14054102869311663,-0.09672311667069873,1985
152,0.9816903221755271,0.691019323371872,,,,GBR JPN USA,20,-0.044186408498982366,-0.08337727476271511,1985
153,0.9765146810759527,0.7885003641478241,,,,GBR JPN USA,10,-0.1827160435639128,-0.12319569013260179,1990
154,0.9826186456023487,0.7687228664224323,,,,GBR JPN USA,15,-0.0035014279267941042,-0.0958060256005421,1990
155,0.9855794684654385,0.7478817822915829,,,,GBR JPN USA,20,0.18666878915857876,-0.07956718555734396,1990
156,0.984518138266371,0.8555156164369982,,,,GBR JPN USA,10,0.19828237982925265,-0.08376991584113203,1995
157,0.9878393352201049,0.8323214671327147,,,,GBR JPN USA,15,0.37064956409522565,-0.06596965276867092,1995
158,0.992178699575645,0.8546690641995479,,,,GBR JPN USA,20,0.33035983431600224,-0.0446633419108297,1995
159,0.9870783471193121,0.8780283113637751,,,,GBR JPN USA,10,0.3080226893034348,-0.07407866450218743,2000
160,0.993118710273835,0.9016031243302429,,,,GBR JPN USA,15,0.2674815880704718,-0.04205133832979518,2000
161,0.994556419620935,0.8965788711658278,,,,GBR JPN USA,20,0.24774422841561689,-0.03449158438455954,2000
162,0.9893634189251937,0.8985967492468715,,,,GBR JPN USA,10,0.377706414041509,-0.07129715558159883,2005
163,0.9925264359550083,0.893589249340199,,,,GBR JPN USA,15,0.32394892025558913,-0.05244817370202622,2005
164,0.9872374528494716,0.8794757413810943,,,,GBR JPN USA,10,-0.21206433825325754,-0.10450178927998252,2010
165,0.991209416357518,0.9155023017276397,,,,JPN NOR USA,10,-0.019931052945964343,-0.030996692564964012,1985
166,0.9787169151184242,0.7242284790950577,,,,JPN NOR USA,15,-0.0247042569596417,-0.08952629244296435,1985
167,0.9925041643226387,0.8602937203356702,,,,JPN NOR USA,20,0.05168283118617316,-0.02789110519224657,1985
168,0.957887590280402,0.6503857957276977,,,,JPN NOR USA,10,-0.05743035436342444,-0.20572629541676835,1990
169,0.9829463650678967,0.772577759658381,,,,JPN NOR USA,15,0.07971989614041297,-0.08177025494250988,1990
170,0.9810864595644256,0.6825675491166484,,,,JPN NOR USA,20,0.1452690032798027,-0.10040699948644359,1990
171,1.0032659189512791,1.0331479853594987,,,,JPN NOR USA,10,0.2542938001072697,0.024358965166906558,1995
172,0.9939346975706784,0.9127796903621181,,,,JPN NOR USA,15,0.28667557996780313,-0.025801850067728553,1995
173,0.9968123685056474,0.9381415302030134,,,,JPN NOR USA,20,0.28195821795834936,-0.011427550495433814,1995
174,1.00133851350462,1.0134679020814035,,,,JPN NOR USA,10,0.2739164828618726,0.015256035061926028,2000
175,1.002722527988234,1.0416273921400403,,,,JPN NOR USA,15,0.26975570055728093,0.02525921253694621,2000
176,1.0004510211561355,1.0090591777306162,,,,JPN NOR USA,20,0.23598937296466388,0.00881292639053016,2000
177,0.980003233688134,0.8171223624222879,,,,JPN NOR USA,10,0.27263911461491985,-0.14274448159886494,2005
178,0.9845365182298472,0.7915736714998738,,,,JPN NOR USA,15,0.21911653831044026,-0.1214678275283694,2005
179,0.9834047452731152,0.8459271128289697,,,,JPN NOR USA,10,-0.25019060865133574,-0.13732520359046424,2010
180,0.9936986708523529,0.9387519395017302,,,,AUS JPN USA,10,0.001421987573477263,-0.01423037722397431,1985
181,0.9853124084448153,0.8009814830769464,,,,AUS JPN USA,15,0.06070394656887718,-0.05395739201915646,1985
182,0.9896137376152697,0.8115481816314926,,,,AUS JPN USA,20,0.1321534796360775,-0.03950468083842712,1985
183,0.9631406032101926,0.6869406963458907,,,,AUS JPN USA,10,0.10745336753303475,-0.19744415536562573,1990
184,0.976130502561195,0.6960029473672917,,,,AUS JPN USA,15,0.22596348568506155,-0.1311005802691088,1990
185,0.9862213252832217,0.7576834181667775,,,,AUS JPN USA,20,0.3417320102971625,-0.07397520768869448,1990
186,0.976265241466124,0.7864370956070643,,,,AUS JPN USA,10,0.4314316983818685,-0.129976184226139,1995
187,0.9896985140077504,0.8561319302262409,,,,AUS JPN USA,15,0.5086460345426772,-0.05384903808337297,1995
188,0.9939493180719112,0.8856962415864696,,,,AUS JPN USA,20,0.452029736664507,-0.030755682781139965,1995
189,1.0020552571844286,1.020746569996681,,,,AUS JPN USA,10,0.26889373102304515,0.019247560578370196,2000
190,1.0036386950964393,1.0559954239989986,,,,AUS JPN USA,15,0.254393929182026,0.030008755019452212,2000
191,1.006200073694836,1.1315842548813473,,,,AUS JPN USA,20,0.23001889609685688,0.04943889165245514,2000
192,1.0057091309514947,1.058572352566327,,,,AUS JPN USA,10,0.419699255300577,0.0439269049162675,2005
193,1.0084403012428242,1.1343456416510906,,,,AUS JPN USA,15,0.3530359545262801,0.0673715368345556,2005
194,1.001393819300145,1.0140240082367034,,,,AUS JPN USA,10,-0.14975571957829326,0.016033453732314067,2010
195,0.9532490003920179,0.6195723817160381,,,,JPN SWE USA,10,0.08475034037279187,-0.22521633564177213,1985
196,0.9727428333883419,0.6606862104536216,,,,JPN SWE USA,15,0.02587721282615982,-0.12236686151591425,1985
197,0.9775275754691756,0.6347173188079132,,,,JPN SWE USA,20,0.09237651959865152,-0.10651771653285645,1985
198,0.9903364138782108,0.9074720404660195,,,,JPN SWE USA,10,-0.1197123057856167,-0.037237241433302586,1990
199,0.990895992198944,0.871803000129621,,,,JPN SWE USA,15,0.020421105209878672,-0.039166847418675196,1990
200,0.989527584549094,0.8101363263389372,,,,JPN SWE USA,20,0.10896450923208606,-0.05103647747967431,1990
201,0.9945678289043418,0.9469800558351612,,,,JPN SWE USA,10,0.17138302850042714,-0.02072443046551141,1995
202,0.9915140535263886,0.8799957598637228,,,,JPN SWE USA,15,0.24441896472364041,-0.04217641867860522,1995
203,0.9961105945610756,0.9250201324286552,,,,JPN SWE USA,20,0.3471254486005818,-0.016538616331528255,1995
204,0.9897495103401726,0.9020836888101387,,,,JPN SWE USA,10,0.19218419404775366,-0.06381191520709516,2000
205,0.996463126607473,0.9482381749363292,,,,JPN SWE USA,15,0.36012250886540254,-0.018069129027799363,2000
